 57077 -0.0413  0.3683 -0.55380
 57078 -0.0410  0.3704 -0.55505
 57079 -0.0408  0.3726 -0.55631
 57080 -0.0404  0.3747 -0.55758
 57081 -0.0400  0.3768 -0.55885
 57082 -0.0396  0.3789 -0.56013
 57083 -0.0392  0.3810 -0.56141
 57084 -0.0387  0.3831 -0.56270
 57085 -0.0382  0.3852 -0.56400
 57086 -0.0376  0.3873 -0.56530
 57087 -0.0370  0.3894 -0.56661
 57088 -0.0363  0.3914 -0.56792
 57089 -0.0357  0.3935 -0.56925
 57090 -0.0349  0.3955 -0.57058
 57091 -0.0342  0.3976 -0.57191
 57092 -0.0334  0.3996 -0.57325
 57093 -0.0325  0.4016 -0.57460
 57094 -0.0317  0.4036 -0.57595
 57095 -0.0308  0.4056 -0.57731
 57096 -0.0298  0.4076 -0.57868
 57097 -0.0288  0.4096 -0.58005
 57098 -0.0278  0.4115 -0.58143
 57099 -0.0268  0.4135 -0.58281
 57100 -0.0257  0.4154 -0.58420
 57101 -0.0246  0.4173 -0.58559
 57102 -0.0234  0.4192 -0.58699
 57103 -0.0222  0.4211 -0.58839
 57104 -0.0210  0.4229 -0.58980
 57105 -0.0197  0.4248 -0.59121
 57106 -0.0184  0.4266 -0.59263
 57107 -0.0171  0.4284 -0.59405
 57108 -0.0157  0.4302 -0.59547
 57109 -0.0143  0.4319 -0.59690
 57110 -0.0129  0.4337 -0.59833
 57111 -0.0114  0.4354 -0.59976
 57112 -0.0099  0.4371 -0.60120
 57113 -0.0084  0.4388 -0.60264
 57114 -0.0068  0.4404 -0.60408
 57115 -0.0053  0.4421 -0.60552
 57116 -0.0036  0.4437 -0.60697
 57117 -0.0020  0.4452 -0.60841
 57118 -0.0003  0.4468 -0.60986
 57119  0.0014  0.4483 -0.61131
 57120  0.0031  0.4499 -0.61276
 57121  0.0049  0.4513 -0.61420
 57122  0.0067  0.4528 -0.61565
 57123  0.0085  0.4542 -0.61710
 57124  0.0104  0.4556 -0.61854
 57125  0.0122  0.4570 -0.61999
 57126  0.0141  0.4584 -0.62143
 57127  0.0161  0.4597 -0.62287
 57128  0.0180  0.4610 -0.62431
 57129  0.0200  0.4622 -0.62574
 57130  0.0220  0.4635 -0.62717
 57131  0.0240  0.4647 -0.62860
 57132  0.0260  0.4659 -0.63002
 57133  0.0281  0.4670 -0.63144
 57134  0.0302  0.4681 -0.63285
 57135  0.0323  0.4692 -0.63426
 57136  0.0344  0.4702 -0.63566
 57137  0.0366  0.4713 -0.63706
 57138  0.0388  0.4723 -0.63845
 57139  0.0409  0.4732 -0.63983
 57140  0.0431  0.4741 -0.64121
 57141  0.0454  0.4750 -0.64258
 57142  0.0476  0.4759 -0.64394
 57143  0.0499  0.4767 -0.64529
 57144  0.0521  0.4775 -0.64663
 57145  0.0544  0.4782 -0.64796
 57146  0.0567  0.4790 -0.64929
 57147  0.0590  0.4796 -0.65060
 57148  0.0614  0.4803 -0.65191
 57149  0.0637  0.4809 -0.65320
 57150  0.0661  0.4815 -0.65448
 57151  0.0684  0.4820 -0.65575
 57152  0.0708  0.4825 -0.65701
 57153  0.0732  0.4830 -0.65826
 57154  0.0756  0.4834 -0.65950
 57155  0.0780  0.4838 -0.66072
 57156  0.0804  0.4842 -0.66193
 57157  0.0828  0.4845 -0.66313
 57158  0.0852  0.4848 -0.66431
 57159  0.0877  0.4851 -0.66548
 57160  0.0901  0.4853 -0.66664
 57161  0.0926  0.4855 -0.66778
 57162  0.0950  0.4856 -0.66890
 57163  0.0975  0.4857 -0.67002
 57164  0.0999  0.4858 -0.67111
 57165  0.1024  0.4858 -0.67220
 57166  0.1048  0.4858 -0.67326
 57167  0.1073  0.4858 -0.67431
 57168  0.1097  0.4857 -0.67535
 57169  0.1122  0.4856 -0.67637
 57170  0.1146  0.4854 -0.67737
 57171  0.1171  0.4852 -0.67836
 57172  0.1196  0.4850 -0.67933
 57173  0.1220  0.4848 -0.68029
 57174  0.1244  0.4845 -0.68123
 57175  0.1269  0.4841 -0.68215
 57176  0.1293  0.4837 -0.68306
 57177  0.1317  0.4833 -0.68395
 57178  0.1342  0.4829 -0.68482
 57179  0.1366  0.4824 -0.68567
 57180  0.1390  0.4819 -0.68651
 57181  0.1414  0.4813 -0.68733
 57182  0.1438  0.4807 -0.68814
 57183  0.1461  0.4801 -0.68893
 57184  0.1485  0.4794 -0.68970
 57185  0.1509  0.4787 -0.69045
 57186  0.1532  0.4779 -0.69119
 57187  0.1555  0.4772 -0.69192
 57188  0.1578  0.4764 -0.69262
 57189  0.1602  0.4755 -0.69331
 57190  0.1624  0.4746 -0.69399
 57191  0.1647  0.4737 -0.69464
 57192  0.1670  0.4728 -0.69529
 57193  0.1692  0.4718 -0.69591
 57194  0.1714  0.4707 -0.69652
 57195  0.1736  0.4697 -0.69712
 57196  0.1758  0.4686 -0.69770
 57197  0.1780  0.4675 -0.69827
 57198  0.1801  0.4663 -0.69882
 57199  0.1823  0.4651 -0.69936
 57200  0.1844  0.4639 -0.69988
 57201  0.1865  0.4626 -0.70039
 57202  0.1885  0.4614 -0.70089
 57203  0.1906  0.4600 -0.70137
 57204  0.1926  0.4587 -0.70184
 57205  0.1946  0.4573 -0.70230
 57206  0.1965  0.4559 -0.70275
 57207  0.1985  0.4545 -0.70318
 57208  0.2004  0.4530 -0.70361
 57209  0.2023  0.4515 -0.70402
 57210  0.2041  0.4499 -0.70442
 57211  0.2060  0.4484 -0.70481
 57212  0.2078  0.4468 -0.70520
 57213  0.2096  0.4452 -0.70557
 57214  0.2113  0.4435 -0.70593
 57215  0.2130  0.4419 -0.70629
 57216  0.2147  0.4402 -0.70664
